,,LsvmCg2Mce,LsvmCg3Mce,LsvmCpostMce,LsvmFwisMce,LsvmLfreqMce,LsvmMwfwMce,LsvmNrtMce,LsvmPosMce,LsvmPosg2Mce,LsvmPosg3Mce,LsvmPrepMce,LsvmScg2Mce,LsvmScg3Mce,LsvmSufMce,LsvmViwMce,LsvmWg2Mce,LsvmWsMce,MpCg2Mce,MpCg3Mce,MpCpostMce,MpFwisMce,MpLfreqMce,MpMwfwMce,MpNrtMce,MpPosMce,MpPosg2Mce,MpPosg3Mce,MpPrepMce,MpScg2Mce,MpScg3Mce,MpSufMce,MpViwMce,MpWg2Mce,MpWsMce,NndcosdCg2Mce,NndcosdCg3Mce,NndcosdCpostMce,NndcosdFwisMce,NndcosdLfreqMce,NndcosdMwfwMce,NndcosdNrtMce,NndcosdPosMce,NndcosdPosg2Mce,NndcosdPosg3Mce,NndcosdPrepMce,NndcosdScg2Mce,NndcosdScg3Mce,NndcosdSufMce,NndcosdViwMce,NndcosdWg2Mce,NndcosdWsMce,SmoCg2Mce,SmoCg3Mce,SmoCpostMce,SmoFwisMce,SmoLfreqMce,SmoMwfwMce,SmoNrtMce,SmoPosMce,SmoPosg2Mce,SmoPosg3Mce,SmoPrepMce,SmoScg2Mce,SmoScg3Mce,SmoSufMce,SmoViwMce,SmoWg2Mce,SmoWsMce,,Result,Max Support,Entropy,,Adams,Benezet,Burgh,Burke,Cartwright,Cassandra,Dickinson,Francis,Franklin,Hopkins,Hopkinson,Jefferson,Lafayette,Macauley,Mackintosh,Moore,Ogilvie,Paine,Price,Priestley,Rush,Spence,Wesley,Wilkes,Witherspoon,Wollstonecraft,Woolman,
Essay Right of Property 3,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Price,Ogilvie,Ogilvie,Mackintosh,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Price,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Hopkinson,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Priestley,Ogilvie,Ogilvie,Burke,Ogilvie,Ogilvie,Ogilvie,,Ogilvie,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Essay Right of Property 4,Ogilvie,Ogilvie,Ogilvie,Hopkinson,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Hopkinson,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Witherspoon,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Hopkinson,Priestley,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Price,Ogilvie,Ogilvie,Burke,Ogilvie,Ogilvie,Ogilvie,,Ogilvie,0.968511,0.201806,,0,0,0,0,0,0,0,0,0,0,0.0314892,0,0,0,0,0,0.968511,0,0,0,0,0,0,0,0,0,0,
Common Sense 1,Paine,Paine,Paine,Hopkinson,Burgh,Adams,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Hopkinson,Burgh,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Adams,Paine,Paine,Priestley,Burgh,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Adams,Paine,Franklin,Hopkinson,Hopkinson,Burgh,Hopkinson,Paine,Paine,Paine,Paine,Witherspoon,Paine,Hopkinson,Paine,Burke,Paine,Paine,Hopkinson,,Paine,0.859392,0.799684,,0.0568555,0,0,0,0,0,0,0,0.0279904,0,0.0557621,0,0,0,0,0,0,0.859392,0,0,0,0,0,0,0,0,0,
Common Sense 2,Paine,Paine,Paine,Spence,Paine,Paine,Paine,Paine,Paine,Cartwright,Burgh,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Benezet,Jefferson,Paine,Paine,Paine,Paine,Paine,Burke,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Cartwright,Benezet,Paine,Paine,Paine,Cartwright,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Hopkinson,Burke,Jefferson,Paine,Paine,Paine,Paine,Paine,Burke,Paine,Hopkinson,Paine,Witherspoon,Paine,Paine,Paine,,Paine,0.913186,0.503267,,0,0,0,0.026897,0.0599169,0,0,0,0,0,0,0,0,0,0,0,0,0.913186,0,0,0,0,0,0,0,0,0,
Crisis Papers 1,Paine,Paine,Paine,Hopkinson,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Burke,Hopkinson,Hopkinson,Jefferson,Paine,Paine,Paine,Paine,Paine,Paine,Hopkinson,Paine,Paine,Hopkinson,Paine,Paine,Paine,,Paine,0.97201,0.184211,,0,0,0,0.0279904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97201,0,0,0,0,0,0,0,0,0,
Crisis Papers 2,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Hopkinson,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Witherspoon,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Burke,Hopkinson,Hopkinson,Jefferson,Paine,Paine,Paine,Paine,Paine,Paine,Burke,Burke,Paine,Witherspoon,Hopkinson,Paine,Paine,,Paine,0.944238,0.366148,,0,0,0,0.0279904,0,0,0,0,0,0,0.0277717,0,0,0,0,0,0,0.944238,0,0,0,0,0,0,0,0,0,
Crisis Papers 3,Paine,Paine,Paine,Jefferson,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Burke,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Jefferson,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Burke,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Franklin,Paine,Paine,Paine,Paine,Cartwright,Wilkes,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Hopkinson,Hopkinson,Hopkinson,Burgh,Paine,Paine,Paine,Paine,Paine,Paine,Burke,Hopkinson,Paine,Witherspoon,Paine,Paine,Paine,,Paine,0.915154,0.553415,,0,0,0,0,0.0271157,0,0,0,0,0,0.0279904,0,0,0,0,0,0,0.915154,0,0,0,0,0,0.0297398,0,0,0,
Forester Letters,Paine,Witherspoon,Paine,Burke,Price,Paine,Paine,Paine,Paine,Paine,Witherspoon,Hopkinson,Burke,Paine,Paine,Dickinson,Paine,Paine,Burke,Paine,Burke,Paine,Paine,Paine,Paine,Paine,Paine,Burgh,Franklin,Witherspoon,Paine,Paine,Paine,Wesley,Paine,Paine,Paine,Dickinson,Burgh,Paine,Jefferson,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Paine,Dickinson,Paine,Paine,Burke,Hopkinson,Burke,Burgh,Paine,Burke,Paine,Paine,Paine,Witherspoon,Franklin,Burke,Paine,Witherspoon,Paine,Paine,Paine,,Paine,0.796414,1.00567,,0,0,0.026897,0.118084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796414,0,0,0,0,0,0,0.0586049,0,0,
Magazine in America,Paine,Price,Paine,Wilkes,Jefferson,Cartwright,Paine,Cartwright,Hopkinson,Paine,Burgh,Paine,Hopkinson,Price,Rush,Wollstonecraft,Paine,Cartwright,Hopkinson,Paine,Cartwright,Paine,Paine,Paine,Paine,Hopkinson,Paine,Paine,Paine,Paine,Paine,Cassandra,Paine,Paine,Paine,Price,Paine,Mackintosh,Rush,Cartwright,Paine,Paine,Price,Paine,Paine,Hopkinson,Adams,Price,Wollstonecraft,Wollstonecraft,Paine,Paine,Hopkinson,Hopkinson,Hopkinson,Jefferson,Paine,Paine,Paine,Hopkinson,Mackintosh,Burgh,Paine,Hopkinson,Price,Witherspoon,Paine,Paine,Paine,,Paine,0.558496,1.87958,,0.0273344,0,0,0,0.0835338,0,0,0,0,0,0.183468,0,0,0,0.0332386,0,0,0.558496,0.11393,0,0,0,0,0,0,0,0,
A Review of the Principal Questions in Morals,Price,Price,Price,Priestley,Price,Price,Price,Price,Burgh,Priestley,Cartwright,Cartwright,Price,Price,Price,Price,Paine,Price,Price,Wollstonecraft,Priestley,Price,Price,Price,Price,Spence,Priestley,Price,Priestley,Witherspoon,Price,Price,Price,Priestley,Price,Paine,Price,Priestley,Macauley,Price,Price,Paine,Hopkins,Priestley,Adams,Priestley,Price,Price,Price,Paine,Paine,Paine,Price,Cartwright,Priestley,Priestley,Price,Price,Price,Paine,Priestley,Priestley,Cartwright,Witherspoon,Price,Burke,Price,Paine,Cartwright,,Price,0.660398,1.83857,,0,0,0.0314892,0,0.0282091,0,0,0,0,0.0271157,0,0,0,0,0,0,0,0.0314892,0.660398,0.129893,0,0.0323639,0,0,0.0293024,0.0297398,0,
Britains Happiness,Price,Price,Hopkinson,Burke,Paine,Hopkins,Hopkins,Hopkins,Price,Price,Price,Hopkins,Hopkins,Hopkins,Cartwright,Hopkins,Price,Hopkins,Price,Price,Hopkins,Paine,Hopkins,Price,Hopkins,Hopkins,Price,Price,Hopkins,Hopkins,Price,Hopkins,Hopkins,Price,Hopkins,Price,Hopkins,Burgh,Dickinson,Hopkins,Hopkins,Hopkins,Hopkins,Burke,Price,Burgh,Price,Hopkins,Priestley,Hopkins,Hopkins,Hopkins,Price,Price,Hopkinson,Paine,Price,Price,Price,Hopkins,Price,Price,Hopkins,Hopkins,Price,Priestley,Hopkins,Price,Price,,Price,0.504483,1.32008,,0,0,0,0.0297398,0,0,0,0,0,0.436475,0.0293024,0,0,0,0,0,0,0,0.504483,0,0,0,0,0,0,0,0,
Discourse of Love Country,Price,Price,Price,Jefferson,Burke,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Spence,Price,Price,Price,Price,Price,Price,Price,Price,Paine,Burke,Price,Price,Price,Price,Price,Price,Paine,Price,Price,Price,Franklin,Price,Price,Price,Price,Hopkinson,Price,Price,Price,Price,Burke,Price,Price,Price,Price,Price,Price,Price,Price,Price,,Price,0.968511,0.201806,,0,0,0,0.0314892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968511,0,0,0,0,0,0,0,0,
Evidence of Future,Price,Price,Price,Price,Jefferson,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Benezet,Price,Price,Price,Price,Price,Paine,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Jefferson,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Hopkinson,Witherspoon,Price,Price,Price,Price,Price,Price,Jefferson,Price,Price,Price,Price,Price,Price,,Price,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Fast Sermon,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Franklin,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Dickinson,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Spence,Price,Paine,Price,Price,Price,Price,Price,Price,Hopkinson,Priestley,Price,Price,Price,Price,Price,Price,Burke,Price,Paine,Price,Price,Price,Price,,Price,0.972228,0.183091,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277717,0.972228,0,0,0,0,0,0,0,0,
Observations Amer Rev san -,Price,Price,Price,Hopkinson,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Franklin,Priestley,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Hopkinson,Priestley,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,,Price,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Observations Civil Liberty sans -,Price,Witherspoon,Cartwright,Dickinson,Price,Franklin,Franklin,Franklin,Price,Dickinson,Dickinson,Franklin,Price,Price,Hopkinson,Paine,Price,Franklin,Witherspoon,Cartwright,Hopkinson,Priestley,Price,Price,Price,Paine,Price,Dickinson,Ogilvie,Price,Priestley,Price,Price,Price,Price,Paine,Dickinson,Paine,Price,Franklin,Paine,Wollstonecraft,Paine,Dickinson,Paine,Paine,Paine,Price,Wollstonecraft,Paine,Price,Price,Price,Cartwright,Hopkinson,Priestley,Price,Price,Price,Paine,Price,Jefferson,Priestley,Price,Price,Priestley,Price,Price,Price,,Price,0.531599,2.15112,,0,0,0,0,0.0590422,0,0.089438,0,0.111524,0,0,0,0,0,0,0,0,0.118303,0.531599,0.0312705,0,0,0,0,0.0588235,0,0,
1st Principle 1,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Macauley,Priestley,Priestley,Benezet,Wilkes,Priestley,Priestley,Priestley,Priestley,Hopkinson,Ogilvie,Hopkinson,Price,Priestley,Priestley,Priestley,Priestley,Ogilvie,Priestley,Priestley,Benezet,Price,Moore,Ogilvie,Jefferson,Priestley,Priestley,Price,Burke,Priestley,Burke,Priestley,Priestley,Priestley,Macauley,Jefferson,Priestley,Hopkins,Witherspoon,Priestley,Priestley,Priestley,Priestley,Hopkinson,Ogilvie,Hopkinson,Priestley,Priestley,Priestley,Priestley,Priestley,Ogilvie,Priestley,Priestley,Cartwright,Hopkinson,Adams,Priestley,,Priestley,0.799475,1.09272,,0,0,0,0,0,0,0,0,0,0,0.0835338,0.0273344,0,0,0,0,0.0290838,0,0.0605729,0.799475,0,0,0,0,0,0,0,
1st Principles 10,Priestley,Priestley,Priestley,Price,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Benezet,Burke,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Price,Witherspoon,Priestley,Priestley,Priestley,Wollstonecraft,Burke,Burgh,Price,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Burke,Cartwright,Price,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Hopkinson,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Paine,Witherspoon,Priestley,Priestley,Priestley,,Priestley,0.883884,0.750079,,0,0.0297398,0,0,0.0273344,0,0,0,0,0,0,0,0,0,0,0,0,0.0277717,0.0312705,0.883884,0,0,0,0,0,0,0,
1st Principles 2,Priestley,Priestley,Priestley,Priestley,Burgh,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Macauley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Paine,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Cartwright,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,,Priestley,0.97201,0.184211,,0.0279904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97201,0,0,0,0,0,0,0,
1st Principles 3,Priestley,Priestley,Adams,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Adams,Adams,Priestley,Hopkinson,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Adams,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Adams,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Adams,Adams,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,,Priestley,0.912749,0.506447,,0.0590422,0,0,0,0,0,0,0,0,0,0.0282091,0,0,0,0,0,0,0,0,0.912749,0,0,0,0,0,0,0,
1st Principles 4,Priestley,Priestley,Priestley,Ogilvie,Priestley,Priestley,Ogilvie,Ogilvie,Priestley,Priestley,Priestley,Priestley,Priestley,Burke,Priestley,Macauley,Priestley,Ogilvie,Burke,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Ogilvie,Burke,Priestley,Priestley,Ogilvie,Priestley,Priestley,Priestley,Priestley,Priestley,Burke,Priestley,Burke,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Hopkinson,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Burke,Priestley,Priestley,Priestley,,Priestley,0.856987,0.732049,,0,0,0,0.0592609,0,0,0,0,0,0,0,0,0,0,0,0,0.0837525,0,0,0.856987,0,0,0,0,0,0,0,
1st Principles 7,Priestley,Priestley,Priestley,Burke,Priestley,Priestley,Burke,Cartwright,Priestley,Priestley,Priestley,Burgh,Priestley,Priestley,Spence,Burke,Priestley,Cartwright,Priestley,Priestley,Hopkinson,Priestley,Priestley,Spence,Priestley,Priestley,Priestley,Priestley,Moore,Priestley,Priestley,Priestley,Burke,Franklin,Cartwright,Priestley,Priestley,Moore,Priestley,Benezet,Cartwright,Cartwright,Cartwright,Priestley,Priestley,Paine,Priestley,Priestley,Burgh,Burke,Burgh,Cartwright,Priestley,Spence,Hopkinson,Priestley,Franklin,Franklin,Franklin,Cartwright,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Hopkinson,Franklin,,Priestley,0.654931,1.54877,,0,0,0,0.0586049,0.143451,0,0,0,0.113055,0,0,0,0,0,0,0,0,0,0,0.654931,0,0.0299585,0,0,0,0,0,
1st Principles 8,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Wesley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Wollstonecraft,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Price,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,,Priestley,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1st Principles 9,Priestley,Priestley,Priestley,Priestley,Witherspoon,Priestley,Priestley,Priestley,Burgh,Priestley,Witherspoon,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Hopkins,Benezet,Benezet,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Benezet,Priestley,Priestley,Paine,Witherspoon,Paine,Priestley,Paine,Dickinson,Priestley,Priestley,Priestley,Paine,Priestley,Priestley,Burke,Priestley,Paine,Priestley,Priestley,Burke,Priestley,Priestley,Cartwright,Benezet,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Benezet,,Priestley,0.712661,1.48686,,0,0.143232,0.0314892,0,0.0299585,0,0.0271157,0,0,0.0282091,0,0,0,0,0,0,0,0.0273344,0,0.712661,0,0,0,0,0,0,0,
1st principles 5,Priestley,Priestley,Priestley,Priestley,Hopkins,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Adams,Priestley,Priestley,Priestley,Witherspoon,Wollstonecraft,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Hopkins,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Franklin,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,Priestley,,Priestley,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1st principles 6,Priestley,Cartwright,Cartwright,Priestley,Burgh,Priestley,Cartwright,Burke,Priestley,Priestley,Priestley,Price,Priestley,Cartwright,Cartwright,Priestley,Cartwright,Cartwright,Cartwright,Burke,Cartwright,Priestley,Spence,Burgh,Burgh,Priestley,Priestley,Priestley,Priestley,Priestley,Franklin,Cartwright,Priestley,Cartwright,Priestley,Cartwright,Cartwright,Priestley,Burke,Priestley,Priestley,Burke,Priestley,Priestley,Priestley,Price,Priestley,Cartwright,Moore,Priestley,Ogilvie,Priestley,Cartwright,Cartwright,Cartwright,Hopkinson,Burgh,Burgh,Burgh,Cartwright,Cartwright,Priestley,Priestley,Priestley,Priestley,Cartwright,Priestley,Cartwright,Priestley,,Priestley,0.472994,1.9592,,0,0,0.143451,0.0572928,0.266783,0,0,0,0.0312705,0,0,0,0,0,0,0,0,0,0,0.472994,0,0.0282091,0,0,0,0,0,
Letters to Burke 1791,Priestley,Cartwright,Priestley,Witherspoon,Spence,Priestley,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Priestley,Witherspoon,Cartwright,Burke,Priestley,Priestley,Priestley,Cartwright,Cartwright,Witherspoon,Witherspoon,Priestley,Priestley,Priestley,Witherspoon,Burke,Cartwright,Priestley,Witherspoon,Cartwright,Burke,Priestley,Witherspoon,Priestley,Priestley,Priestley,Witherspoon,Burke,Priestley,Priestley,Priestley,Witherspoon,Witherspoon,Ogilvie,Priestley,Paine,Witherspoon,Burke,Priestley,Jefferson,Priestley,Priestley,Priestley,Witherspoon,Hopkinson,Priestley,Priestley,Priestley,Witherspoon,Burke,Witherspoon,Priestley,Witherspoon,Cartwright,Burke,Priestley,Witherspoon,Priestley,,Priestley,0.400612,1.92207,,0,0,0,0.0673518,0.204242,0,0,0,0,0,0,0,0,0,0,0,0,0.0273344,0,0.400612,0,0,0,0,0.300459,0,0,
A PLAN FOR ESTABLISHING PUBLIC SCHOOLS IN PENNSYLVANIA,Rush,Rush,Rush,Jefferson,Rush,Rush,Rush,Rush,Rush,Rush,Rush,Priestley,Ogilvie,Rush,Burke,Rush,Rush,Rush,Rush,Ogilvie,Hopkinson,Moore,Rush,Rush,Rush,Rush,Rush,Hopkinson,Rush,Rush,Ogilvie,Priestley,Rush,Rush,Rush,Rush,Ogilvie,Rush,Franklin,Rush,Rush,Rush,Rush,Rush,Priestley,Priestley,Ogilvie,Rush,Wollstonecraft,Rush,Rush,Rush,Ogilvie,Ogilvie,Hopkinson,Burke,Rush,Rush,Rush,Rush,Rush,Hopkinson,Rush,Priestley,Hopkinson,Burke,Rush,Burke,Rush,,Rush,0.798382,0.895139,,0,0,0,0,0,0,0,0,0,0,0.0546687,0,0,0,0,0,0.146949,0,0,0,0.798382,0,0,0,0,0,0,
AN ACCOUNT OF THE LIFE AND DEATH OF EDWARD DRINKER,Rush,Rush,Rush,Moore,Francis,Macauley,Rush,Macauley,Burke,Rush,Burke,Burke,Rush,Rush,Adams,Macauley,Moore,Macauley,Rush,Rush,Burke,Wesley,Macauley,Wilkes,Hopkinson,Hopkinson,Hopkinson,Wesley,Hopkinson,Jefferson,Rush,Moore,Rush,Woolman,Wilkes,Moore,Rush,Moore,Hopkinson,Moore,Moore,Moore,Hopkinson,Rush,Burke,Mackintosh,Moore,Moore,Burke,Macauley,Moore,Moore,Rush,Rush,Burke,Francis,Moore,Hopkinson,Moore,Hopkinson,Rush,Burke,Hopkinson,Rush,Rush,Adams,Hopkinson,Moore,Hopkinson,,Rush,0.419637,2.35696,,0,0,0,0.0314892,0,0,0,0,0,0,0.239668,0.0293024,0,0.111743,0,0.0822217,0,0,0,0,0.419637,0,0.026897,0.0590422,0,0,0,
AN ADDRESS TO THE MINISTERS OF THE GOSPEL OF EVERY DENOMINATION IN THE UNITED STATES,Rush,Rush,Rush,Rush,Burke,Rush,Rush,Rush,Rush,Rush,Rush,Adams,Rush,Rush,Cassandra,Burgh,Rush,Rush,Rush,Rush,Rush,Burke,Adams,Adams,Rush,Rush,Rush,Macauley,Macauley,Hopkinson,Rush,Rush,Burgh,Burke,Rush,Rush,Rush,Jefferson,Burke,Rush,Rush,Rush,Rush,Rush,Rush,Mackintosh,Rush,Rush,Hopkins,Burke,Burke,Rush,Rush,Rush,Rush,Burke,Adams,Adams,Adams,Rush,Rush,Hopkinson,Macauley,Rush,Rush,Paine,Rush,Rush,Adams,,Rush,0.741964,1.19893,,0.171222,0,0.0306145,0,0,0,0,0,0,0,0.0293024,0,0,0.026897,0,0,0,0,0,0,0.741964,0,0,0,0,0,0,
Paradise of the Negro,Rush,Rush,Francis,Cassandra,Francis,Francis,Woolman,Woolman,Burke,Wilkes,Burke,Witherspoon,Rush,Rush,Francis,Woolman,Burke,Woolman,Rush,Rush,Rush,Cartwright,Rush,Woolman,Woolman,Paine,Wilkes,Macauley,Witherspoon,Rush,Rush,Hopkinson,Rush,Burke,Woolman,Moore,Moore,Wesley,Dickinson,Woolman,Woolman,Woolman,Hopkinson,Hopkinson,Burke,Witherspoon,Moore,Wilkes,Woolman,Woolman,Woolman,Woolman,Rush,Wilkes,Burke,Moore,Rush,Woolman,Woolman,Burke,Hopkinson,Burke,Rush,Rush,Rush,Hopkinson,Rush,Burke,Woolman,,Rush,0.379401,2.53756,,0,0,0,0.0629784,0,0,0,0.0570741,0,0,0.090094,0,0,0.026897,0,0.0273344,0,0.0323639,0,0,0.379401,0,0,0.0669145,0,0,0.256943,
