,,LsvmCg2Mce,LsvmCg3Mce,LsvmCpostMce,LsvmFwisMce,LsvmLfreqMce,LsvmMwfwMce,LsvmNrtMce,LsvmPosMce,LsvmPosg2Mce,LsvmPosg3Mce,LsvmPrepMce,LsvmScg2Mce,LsvmScg3Mce,LsvmSufMce,LsvmViwMce,LsvmWg2Mce,LsvmWsMce,MpCg2Mce,MpCg3Mce,MpCpostMce,MpFwisMce,MpLfreqMce,MpMwfwMce,MpNrtMce,MpPosMce,MpPosg2Mce,MpPosg3Mce,MpPrepMce,MpScg2Mce,MpScg3Mce,MpSufMce,MpViwMce,MpWg2Mce,MpWsMce,NndcosdCg2Mce,NndcosdCg3Mce,NndcosdCpostMce,NndcosdFwisMce,NndcosdLfreqMce,NndcosdMwfwMce,NndcosdNrtMce,NndcosdPosMce,NndcosdPosg2Mce,NndcosdPosg3Mce,NndcosdPrepMce,NndcosdScg2Mce,NndcosdScg3Mce,NndcosdSufMce,NndcosdViwMce,NndcosdWg2Mce,NndcosdWsMce,SmoCg2Mce,SmoCg3Mce,SmoCpostMce,SmoFwisMce,SmoLfreqMce,SmoMwfwMce,SmoNrtMce,SmoPosMce,SmoPosg2Mce,SmoPosg3Mce,SmoPrepMce,SmoScg2Mce,SmoScg3Mce,SmoSufMce,SmoViwMce,SmoWg2Mce,SmoWsMce,,Result,Max Support,Entropy,,Adams,Benezet,Burgh,Burke,Cartwright,Cassandra,Dickinson,Francis,Franklin,Hopkins,Hopkinson,Jefferson,Lafayette,Macauley,Mackintosh,Moore,Ogilvie,Paine,Price,Priestley,Rush,Spence,Wesley,Wilkes,Witherspoon,Wollstonecraft,Woolman,
CASSANDRA TO CATO,Cassandra,Hopkinson,Hopkinson,Cassandra,Spence,Wilkes,Jefferson,Wilkes,Cassandra,Cassandra,Rush,Jefferson,Cassandra,Wilkes,Wollstonecraft,Wilkes,Jefferson,Jefferson,Hopkinson,Jefferson,Cassandra,Spence,Cassandra,Cassandra,Hopkinson,Cassandra,Hopkinson,Hopkinson,Cassandra,Jefferson,Moore,Wollstonecraft,Cassandra,Burke,Cassandra,Wilkes,Mackintosh,Hopkinson,Spence,Wilkes,Jefferson,Wilkes,Cassandra,Franklin,Franklin,Jefferson,Cassandra,Wilkes,Wollstonecraft,Wilkes,Moore,Wilkes,Hopkinson,Jefferson,Hopkinson,Cartwright,Hopkinson,Jefferson,Hopkinson,Cassandra,Hopkinson,Hopkinson,Hopkinson,Burke,Moore,Wollstonecraft,Jefferson,Burke,Hopkinson,,Cassandra,0.331074,2.18657,,0,0,0,0,0,0.331074,0,0,0.0297398,0,0.322108,0.172972,0,0,0,0.0590422,0,0,0,0,0,0,0,0.0850645,0,0,0,
CASSANDRA TO CATO 2,Cassandra,Cassandra,Cassandra,Burke,Franklin,Cassandra,Cassandra,Cassandra,Cassandra,Cassandra,Franklin,Cassandra,Cassandra,Cassandra,Adams,Cassandra,Paine,Cassandra,Cartwright,Cassandra,Cassandra,Hopkins,Cassandra,Cassandra,Cassandra,Cassandra,Cassandra,Priestley,Cassandra,Cassandra,Cassandra,Moore,Cassandra,Paine,Jefferson,Burke,Cassandra,Burke,Francis,Cassandra,Cassandra,Cassandra,Cassandra,Burke,Woolman,Cassandra,Burke,Burke,Adams,Cassandra,Paine,Cassandra,Cartwright,Cassandra,Burke,Cartwright,Cassandra,Cassandra,Cassandra,Cassandra,Price,Priestley,Cassandra,Cassandra,Cassandra,Cartwright,Cassandra,Cartwright,Cassandra,,Cassandra,0.796195,1.18649,,0,0,0,0.0570741,0.0575115,0.796195,0,0,0,0,0,0.0290838,0,0,0,0,0,0,0.0332386,0.026897,0,0,0,0,0,0,0,
Cassandra to the People,Cassandra,Moore,Moore,Dickinson,Cassandra,Hopkinson,Moore,Hopkinson,Spence,Cassandra,Spence,Cassandra,Moore,Hopkins,Moore,Hopkins,Burke,Hopkinson,Moore,Moore,Paine,Hopkinson,Hopkinson,Moore,Moore,Cassandra,Hopkins,Hopkinson,Hopkinson,Moore,Moore,Moore,Spence,Hopkinson,Moore,Cartwright,Moore,Franklin,Cassandra,Moore,Moore,Moore,Cartwright,Hopkins,Hopkins,Cassandra,Moore,Hopkins,Moore,Hopkins,Benezet,Moore,Moore,Moore,Hopkinson,Spence,Hopkinson,Moore,Moore,Cassandra,Moore,Hopkinson,Cassandra,Moore,Moore,Paine,Spence,Hopkinson,Moore,,Moore,0.526569,2.01673,,0,0,0,0,0.0271157,0.0966543,0,0,0,0.0935928,0.166193,0,0,0,0,0.526569,0,0,0,0,0,0.0898754,0,0,0,0,0,
TO CATO,Cassandra,Burke,Franklin,Cassandra,Hopkinson,Cassandra,Spence,Cassandra,Cassandra,Jefferson,Dickinson,Dickinson,Burke,Franklin,Witherspoon,Paine,Cartwright,Spence,Spence,Franklin,Moore,Hopkinson,Cassandra,Cassandra,Cassandra,Cartwright,Dickinson,Ogilvie,Cassandra,Franklin,Franklin,Witherspoon,Cassandra,Cassandra,Cassandra,Paine,Wollstonecraft,Cassandra,Hopkinson,Paine,Wilkes,Paine,Cassandra,Jefferson,Dickinson,Cartwright,Paine,Franklin,Paine,Paine,Paine,Paine,Burke,Franklin,Burke,Hopkinson,Hopkinson,Jefferson,Hopkinson,Cartwright,Jefferson,Priestley,Hopkinson,Hopkinson,Franklin,Witherspoon,Hopkinson,Cartwright,Hopkinson,,Cassandra,0.260442,2.98989,,0,0,0,0.0879073,0.0638531,0.260442,0.0341133,0,0.177127,0,0.110868,0.125738,0,0,0,0,0.026897,0.0273344,0,0,0,0.0857205,0,0,0,0,0,
Dickinson 1,Dickinson,Dickinson,Dickinson,Hopkinson,Price,Dickinson,Dickinson,Dickinson,Dickinson,Cassandra,Cassandra,Paine,Dickinson,Dickinson,Moore,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Cartwright,Hopkinson,Price,Franklin,Dickinson,Hopkinson,Cassandra,Price,Dickinson,Dickinson,Burke,Franklin,Jefferson,Franklin,Paine,Dickinson,Dickinson,Price,Dickinson,Dickinson,Cartwright,Dickinson,Price,Cassandra,Paine,Dickinson,Dickinson,Ogilvie,Franklin,Jefferson,Dickinson,Hopkinson,Dickinson,Dickinson,Cartwright,Franklin,Franklin,Franklin,Dickinson,Hopkinson,Cassandra,Burke,Hopkinson,Burke,Burke,Franklin,Jefferson,Franklin,,Dickinson,0.500109,1.98886,,0,0,0,0.0277717,0,0.0596982,0.500109,0,0.229171,0,0.123551,0,0,0,0,0,0,0,0.0596982,0,0,0,0,0,0,0,0,
Dickinson 2,Dickinson,Dickinson,Dickinson,Cassandra,Franklin,Francis,Francis,Francis,Dickinson,Dickinson,Dickinson,Franklin,Dickinson,Dickinson,Hopkinson,Franklin,Dickinson,Francis,Dickinson,Price,Francis,Moore,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Price,Jefferson,Hopkinson,Price,Dickinson,Franklin,Franklin,Dickinson,Dickinson,Dickinson,Hopkinson,Wollstonecraft,Jefferson,Burke,Burke,Burke,Price,Franklin,Hopkins,Dickinson,Burke,Price,Woolman,Jefferson,Burke,Hopkinson,Burke,Dickinson,Wollstonecraft,Cartwright,Witherspoon,Witherspoon,Dickinson,Dickinson,Hopkinson,Price,Witherspoon,Hopkinson,Hopkinson,Franklin,Franklin,Witherspoon,,Dickinson,0.487208,2.35054,,0,0,0,0.0271157,0.027553,0,0.487208,0.111524,0.0583862,0,0.0850645,0,0,0,0,0,0,0,0.117647,0,0,0,0,0,0.0855019,0,0,
Dickinson 3,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Cartwright,Jefferson,Dickinson,Jefferson,Dickinson,Dickinson,Burgh,Dickinson,Dickinson,Dickinson,Franklin,Dickinson,Jefferson,Jefferson,Dickinson,Dickinson,Dickinson,Moore,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Wollstonecraft,Dickinson,Dickinson,Dickinson,Paine,Dickinson,Dickinson,Franklin,Dickinson,Dickinson,Price,Jefferson,Jefferson,Jefferson,Dickinson,Dickinson,Benezet,Burke,Franklin,Burgh,Dickinson,Dickinson,Jefferson,Jefferson,,Dickinson,0.718347,1.17996,,0,0,0.0546687,0,0,0,0.718347,0,0.0279904,0,0,0.198994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dickinson 4,Dickinson,Dickinson,Dickinson,Dickinson,Jefferson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Jefferson,Dickinson,Dickinson,Dickinson,Cartwright,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Benezet,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Cartwright,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,Jefferson,Dickinson,Dickinson,Dickinson,Dickinson,Price,Price,Jefferson,Dickinson,Dickinson,Dickinson,Paine,Jefferson,Dickinson,Franklin,Franklin,Dickinson,Franklin,Franklin,Franklin,Franklin,Dickinson,Burgh,Jefferson,Price,Franklin,Priestley,Dickinson,Franklin,Franklin,Franklin,,Dickinson,0.740433,1.21193,,0,0,0.0332386,0,0,0,0.740433,0,0.168817,0,0,0,0,0,0,0,0,0,0.0297398,0.0277717,0,0,0,0,0,0,0,
Letters 60 65,Francis,Francis,Francis,Francis,Wilkes,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Burke,Francis,Francis,Francis,Francis,Lafayette,Francis,Wesley,Witherspoon,Wilkes,Francis,Francis,Francis,Francis,Francis,Francis,Wilkes,Francis,Francis,Francis,Francis,Francis,Wilkes,Francis,Francis,Francis,Francis,Francis,Francis,Burke,Francis,Francis,Francis,Francis,Burke,Francis,Francis,Hopkinson,Burke,Burke,Francis,Francis,Burke,Burke,Francis,Francis,Francis,Francis,Francis,Francis,Burke,Burke,Francis,,Francis,0.791822,1.12196,,0,0,0,0.0865952,0,0,0,0.791822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299585,0.0629784,0.0286464,0,0,
Letters 66-69,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Wesley,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Hopkinson,Wesley,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Burke,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Burke,Francis,Francis,Burke,Francis,Francis,Francis,Francis,Hopkinson,Francis,Francis,Francis,Burke,Francis,,Francis,0.912093,0.568585,,0,0,0,0.0273344,0,0,0,0.912093,0,0,0.0293024,0,0,0,0,0,0,0,0,0,0,0,0.0312705,0,0,0,0,
Letters 70 72,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Spence,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Wilkes,Francis,Francis,Francis,Francis,Francis,Francis,Burke,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Hopkinson,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Francis,Burke,Francis,,Francis,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Letters 72-75,Francis,Lafayette,Wilkes,Jefferson,Franklin,Burke,Lafayette,Lafayette,Franklin,Franklin,Franklin,Lafayette,Lafayette,Wilkes,Wilkes,Lafayette,Burgh,Lafayette,Franklin,Wilkes,Jefferson,Macauley,Lafayette,Lafayette,Lafayette,Lafayette,Franklin,Jefferson,Francis,Wesley,Lafayette,Lafayette,Burgh,Woolman,Lafayette,Moore,Wilkes,Jefferson,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Wesley,Paine,Wilkes,Paine,Cartwright,Burgh,Franklin,Wilkes,Burke,Burke,Burke,Lafayette,Lafayette,Lafayette,Burke,Franklin,Franklin,Wilkes,Wilkes,Wilkes,Burke,Hopkinson,Hopkinson,Lafayette,,Lafayette,0.436256,2.37517,,0,0,0.0306145,0.0592609,0,0,0,0,0.218019,0,0.0277717,0.026897,0.436256,0,0,0,0,0.0273344,0,0,0,0,0.0293024,0.144544,0,0,0,
grouped 1,Franklin,Price,Price,Franklin,Franklin,Cartwright,Cartwright,Cartwright,Franklin,Franklin,Franklin,Witherspoon,Franklin,Hopkinson,Burgh,Franklin,Franklin,Cartwright,Paine,Franklin,Francis,Burke,Franklin,Cartwright,Cartwright,Franklin,Franklin,Franklin,Benezet,Franklin,Witherspoon,Burgh,Dickinson,Franklin,Franklin,Franklin,Price,Franklin,Wollstonecraft,Price,Price,Price,Franklin,Franklin,Franklin,Paine,Franklin,Price,Burgh,Price,Jefferson,Price,Paine,Franklin,Franklin,Burke,Cartwright,Cartwright,Cartwright,Franklin,Franklin,Cassandra,Cartwright,Franklin,Hopkinson,Burgh,Dickinson,Franklin,Cartwright,,Franklin,0.453532,2.14216,,0,0,0,0,0.283184,0,0.0583862,0,0.453532,0,0.0575115,0,0,0,0,0,0,0.0575115,0.0586049,0,0,0,0,0,0.0312705,0,0,
grouped 2,Franklin,Franklin,Franklin,Francis,Cassandra,Dickinson,Jefferson,Dickinson,Franklin,Francis,Francis,Hopkinson,Franklin,Franklin,Franklin,Jefferson,Franklin,Dickinson,Franklin,Franklin,Burke,Mackintosh,Cartwright,Cartwright,Cartwright,Franklin,Franklin,Franklin,Hopkinson,Franklin,Franklin,Franklin,Wollstonecraft,Hopkinson,Cartwright,Franklin,Priestley,Franklin,Jefferson,Paine,Paine,Paine,Franklin,Franklin,Franklin,Paine,Franklin,Franklin,Franklin,Jefferson,Dickinson,Wollstonecraft,Franklin,Franklin,Burke,Franklin,Cartwright,Cartwright,Cartwright,Franklin,Franklin,Francis,Burgh,Franklin,Franklin,Franklin,Cartwright,Franklin,Cartwright,,Franklin,0.568336,1.72619,,0,0,0,0,0.256724,0,0.0835338,0.0328012,0.568336,0,0,0.0279904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306145,0,
grouped 3,Franklin,Spence,Hopkinson,Jefferson,Hopkins,Benezet,Ogilvie,Ogilvie,Franklin,Franklin,Franklin,Benezet,Franklin,Moore,Witherspoon,Priestley,Cartwright,Ogilvie,Jefferson,Franklin,Jefferson,Hopkinson,Priestley,Price,Burke,Franklin,Benezet,Franklin,Burke,Spence,Franklin,Jefferson,Ogilvie,Jefferson,Witherspoon,Jefferson,Franklin,Jefferson,Hopkins,Jefferson,Jefferson,Jefferson,Franklin,Franklin,Francis,Burke,Jefferson,Jefferson,Jefferson,Jefferson,Jefferson,Jefferson,Spence,Franklin,Burgh,Hopkinson,Ogilvie,Ogilvie,Ogilvie,Jefferson,Franklin,Franklin,Burke,Jefferson,Franklin,Hopkinson,Ogilvie,Jefferson,Ogilvie,,Franklin,0.333042,2.78658,,0,0.061885,0,0.0286464,0,0,0,0,0.333042,0,0.0293024,0.0883446,0,0,0,0.0297398,0.255194,0,0.0299585,0.0282091,0,0.0865952,0,0,0.0290838,0,0,
grouped 4,Franklin,Spence,Spence,Franklin,Francis,Burke,Francis,Burke,Lafayette,Franklin,Moore,Hopkinson,Paine,Franklin,Franklin,Cartwright,Burke,Burke,Paine,Lafayette,Franklin,Franklin,Lafayette,Lafayette,Lafayette,Lafayette,Woolman,Lafayette,Hopkinson,Woolman,Hopkins,Franklin,Franklin,Spence,Hopkinson,Paine,Franklin,Francis,Rush,Francis,Witherspoon,Francis,Lafayette,Franklin,Woolman,Wesley,Woolman,Woolman,Wollstonecraft,Cartwright,Burke,Franklin,Hopkinson,Spence,Lafayette,Hopkinson,Hopkinson,Lafayette,Hopkinson,Lafayette,Franklin,Hopkinson,Hopkinson,Woolman,Woolman,Jefferson,Burke,Hopkinson,Hopkinson,,Lafayette,0.295867,2.83717,,0,0,0,0.111305,0,0,0,0.0279904,0.156134,0.0312705,0.140171,0,0.295867,0,0,0,0,0.0601356,0,0,0,0.0586049,0,0,0,0,0.118522,
grouped 5,Franklin,Franklin,Franklin,Franklin,Paine,Cartwright,Wollstonecraft,Wollstonecraft,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Cartwright,Franklin,Wollstonecraft,Franklin,Franklin,Paine,Paine,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Wollstonecraft,Franklin,Paine,Wollstonecraft,Wollstonecraft,Wollstonecraft,Franklin,Franklin,Wilkes,Wollstonecraft,Franklin,Cassandra,Franklin,Burke,Dickinson,Wollstonecraft,Franklin,Franklin,Hopkinson,Paine,Cartwright,Wollstonecraft,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,,Franklin,0.830964,0.809678,,0,0,0,0,0.0553247,0,0,0,0.830964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113711,0,
grouped 6,Franklin,Burgh,Franklin,Hopkinson,Burke,Franklin,Franklin,Franklin,Paine,Spence,Burke,Burgh,Burgh,Benezet,Franklin,Witherspoon,Jefferson,Franklin,Burgh,Spence,Jefferson,Jefferson,Witherspoon,Witherspoon,Burgh,Burgh,Spence,Priestley,Adams,Jefferson,Spence,Hopkins,Adams,Priestley,Spence,Paine,Priestley,Moore,Wollstonecraft,Paine,Franklin,Franklin,Burke,Priestley,Priestley,Witherspoon,Paine,Benezet,Franklin,Priestley,Macauley,Paine,Burgh,Spence,Hopkinson,Burke,Spence,Paine,Spence,Paine,Spence,Burgh,Burgh,Dickinson,Spence,Franklin,Adams,Cartwright,Spence,,Spence,0.301115,2.88463,,0.0583862,0.0297398,0.178439,0.0271157,0,0,0,0,0.140827,0,0,0.0293024,0,0,0,0,0,0.120271,0,0.0566368,0,0.301115,0,0,0.0581675,0,0,
grouped 7,Franklin,Franklin,Spence,Moore,Dickinson,Spence,Spence,Spence,Franklin,Franklin,Franklin,Dickinson,Franklin,Franklin,Franklin,Hopkinson,Franklin,Spence,Franklin,Franklin,Cassandra,Hopkins,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Lafayette,Franklin,Franklin,Franklin,Hopkins,Franklin,Franklin,Franklin,Franklin,Moore,Witherspoon,Cartwright,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Spence,Franklin,Moore,Burgh,Franklin,Franklin,Franklin,Burke,Hopkins,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Hopkins,Franklin,Franklin,,Franklin,0.800787,0.894198,,0,0,0,0,0,0,0,0,0.800787,0.0583862,0,0,0,0,0,0,0,0,0,0,0,0.140827,0,0,0,0,0,
grouped 8,Franklin,Franklin,Franklin,Franklin,Hopkinson,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,Dickinson,Franklin,Franklin,Franklin,Franklin,Dickinson,Franklin,Franklin,Franklin,Witherspoon,Hopkinson,Franklin,Dickinson,Hopkins,Franklin,Franklin,Franklin,Hopkins,Franklin,Franklin,Franklin,Franklin,Priestley,Franklin,Franklin,Franklin,Dickinson,Burgh,Witherspoon,Witherspoon,Witherspoon,Franklin,Franklin,Jefferson,Dickinson,Franklin,Wollstonecraft,Franklin,Hopkinson,Jefferson,Witherspoon,Franklin,Franklin,Burke,Hopkinson,Franklin,Franklin,Franklin,Cartwright,Jefferson,Franklin,Moore,Franklin,Franklin,Franklin,Franklin,Franklin,Franklin,,Franklin,0.876667,0.785256,,0,0,0,0,0.0314892,0,0.0299585,0,0.876667,0.0286464,0,0.0332386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
grouped 9,Franklin,Dickinson,Franklin,Jefferson,Jefferson,Franklin,Burgh,Spence,Franklin,Franklin,Franklin,Price,Franklin,Franklin,Franklin,Burke,Burgh,Burgh,Dickinson,Franklin,Cassandra,Adams,Franklin,Franklin,Franklin,Witherspoon,Franklin,Franklin,Franklin,Dickinson,Jefferson,Franklin,Franklin,Burgh,Franklin,Dickinson,Franklin,Paine,Burgh,Burgh,Burgh,Burgh,Jefferson,Franklin,Priestley,Jefferson,Dickinson,Dickinson,Franklin,Burke,Burgh,Burgh,Dickinson,Franklin,Jefferson,Burke,Franklin,Franklin,Franklin,Jefferson,Franklin,Witherspoon,Franklin,Dickinson,Jefferson,Franklin,Price,Burgh,Franklin,,Franklin,0.595014,1.89071,,0,0,0.0561994,0,0,0,0.143451,0,0.595014,0,0,0.117647,0,0,0,0,0,0,0.0277717,0,0,0.027553,0,0,0.0323639,0,0,
Hopkins 1,Hopkins,Hopkins,Hopkins,Hopkins,Spence,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Moore,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Franklin,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Price,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Moore,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Price,Franklin,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Moore,Price,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,,Hopkins,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hopkins 2,Hopkins,Hopkins,Hopkins,Hopkins,Franklin,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkinson,Hopkins,Wesley,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Franklin,Spence,Spence,Spence,Hopkins,Hopkins,Hopkinson,Price,Wesley,Hopkinson,Hopkins,Franklin,Burke,Spence,Hopkins,Hopkins,Hopkins,Priestley,Hopkins,Hopkins,Hopkins,Hopkins,Price,Burke,Hopkins,Hopkins,Hopkins,Spence,Hopkins,Burke,Hopkins,Hopkins,Hopkins,Price,Hopkinson,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkinson,Price,Wesley,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,,Hopkins,0.705664,1.50207,,0,0,0,0,0,0,0,0,0.0306145,0.705664,0.0581675,0,0,0,0,0,0,0,0.0297398,0,0,0.115898,0.0599169,0,0,0,0,
Hopkins 3,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Witherspoon,Cassandra,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Witherspoon,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Wollstonecraft,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Burke,Hopkinson,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Moore,Burke,Hopkins,Hopkins,Witherspoon,Hopkins,Hopkins,Hopkins,,Hopkins,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hopkins 4,Hopkins,Hopkins,Hopkins,Price,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Franklin,Hopkins,Hopkins,Hopkins,Hopkinson,Priestley,Hopkins,Hopkins,Hopkins,Price,Dickinson,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Franklin,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Witherspoon,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Cartwright,Hopkins,Hopkins,Wollstonecraft,Hopkins,Priestley,Hopkins,Hopkins,Hopkins,Price,Cartwright,Hopkins,Hopkins,Hopkins,Hopkins,Hopkins,Moore,Franklin,Hopkins,Hopkins,Wollstonecraft,Hopkins,Hopkins,Hopkins,,Hopkins,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A PRETTY STORY,Hopkinson,Spence,Franklin,Burke,Hopkinson,Franklin,Franklin,Spence,Hopkinson,Hopkinson,Hopkinson,Paine,Hopkinson,Franklin,Franklin,Hopkinson,Burgh,Franklin,Hopkinson,Hopkinson,Witherspoon,Franklin,Franklin,Franklin,Spence,Hopkinson,Dickinson,Hopkinson,Hopkinson,Hopkinson,Hopkinson,Hopkinson,Hopkinson,Franklin,Franklin,Lafayette,Wesley,Price,Hopkinson,Witherspoon,Witherspoon,Witherspoon,Witherspoon,Jefferson,Hopkinson,Dickinson,Benezet,Benezet,Hopkins,Moore,Burgh,Witherspoon,Moore,Franklin,Hopkinson,Hopkinson,Franklin,Franklin,Franklin,Hopkinson,Burke,Hopkinson,Hopkinson,Hopkinson,Franklin,Franklin,Hopkinson,Franklin,Franklin,,Franklin,0.371091,2.27257,,0,0.0273344,0,0.0332386,0,0,0.0341133,0,0.371091,0,0.363875,0.0297398,0,0,0,0.0279904,0,0,0,0,0,0.0855019,0,0,0.0271157,0,0,
A PROPHECY,Hopkinson,Hopkins,Hopkins,Cartwright,Hopkins,Moore,Hopkinson,Hopkinson,Price,Hopkins,Hopkins,Rush,Hopkins,Hopkins,Jefferson,Hopkins,Adams,Hopkinson,Hopkinson,Hopkinson,Priestley,Burgh,Moore,Hopkinson,Cartwright,Hopkinson,Hopkinson,Cassandra,Burke,Hopkinson,Hopkinson,Jefferson,Hopkins,Adams,Cartwright,Hopkinson,Hopkins,Spence,Spence,Benezet,Benezet,Hopkinson,Spence,Hopkins,Hopkins,Rush,Moore,Hopkins,Hopkinson,Hopkins,Adams,Benezet,Hopkins,Hopkins,Hopkinson,Hopkins,Moore,Hopkinson,Hopkinson,Cassandra,Cassandra,Hopkins,Rush,Hopkinson,Hopkins,Jefferson,Spence,Adams,Cartwright,,Hopkinson,0.357315,2.39851,,0,0,0,0,0.0859392,0.0916248,0,0,0,0.267877,0.357315,0,0,0,0,0.110868,0,0,0.0314892,0,0,0.0548874,0,0,0,0,0,
